SURV,BASIN,SEGMENT,ZONE,DATE,TIME,STATION,SITE,LATDEC,LOEC,DEPTH,NOX-S,NOX-B,NO3_S,NO3_B,NO2-S,NO2-B,NH4-S,NH4-B,TN-S,TN-B,DIN-S,DIN-B,TON-S,TON-B,TP-S,TP-B,SRP-S,SRP-B,APA-S,APA-B,CHLA-S,CHLA-B,TOC-S,TOC-B,SiO2-S,SiO2-B,TURB-S,TURB-B,SAL-S,SAL-B,TEMP-S,TEMP-B,DO-S,DO-B,Kd,pH,TN:TP,N:P,DIN:TP,Si:DIN,%SAT-S,%SAT_B,%Io,DSIGT
59,FK,OFF,REEF,3/15/2010,12:09,256,Bahia Honda Offshore,24.585,-81.2341,30.38,0.3134,1.0962,0.2998,1.0691,0.0136,0.0271,0.361,0.2326,9.3871,10.1418,0.6743,1.3287,8.7127,8.8131,0.1913,0.2356,0.0437,0.0501,,,0.37,,106.32,102.9,0.4352,0.6925,1.99,1.26,36.38,35.83,21.14,17.05,7.17,7.77,0.18,,49.082,15.414,3.526,0.643,100.614,102.043,0.405,0.688
60,FK,OFF,REEF,5/7/2010,12:31,256,Bahia Honda Offshore,24.585,-81.2341,28.03,0.1514,0.4461,0.1412,0.4242,0.0101,0.0219,0.069,0.2869,27.201,14.8749,0.2203,0.733,26.9806,14.142,0.1352,0.1284,0.0155,0.053,,,0.07,,84.67,82.33,0.105,0.4519,0.2,0.83,36.41,36.42,27.23,25.42,6.46,6.65,0.02,,201.212,14.244,1.63,0.475,97.001,98.243,60.058,0.666
61,FK,OFF,REEF,7/12/2010,15:09,256,Bahia Honda Offshore,24.585,-81.2341,29.75,0.0268,0.4128,0.0036,0.3722,0.0232,0.0406,0.0904,0.1101,32.7971,20.7883,0.1172,0.5229,32.6799,20.2654,0.1449,0.1539,0.0256,0.0217,,,0.15,,105.87,118.08,0.0162,0.3348,0.2,0.43,35.97,36.25,30.14,27.98,6.17,6.38,0.04,,226.281,4.575,0.808,0.138,94.689,96.428,31.56,1.068
62,FK,OFF,REEF,10/17/2010,15:09,256,Bahia Honda Offshore,24.585,-81.2341,41,0.1646,0.2202,,,0.1648,0.0341,0.0419,0.0508,34.968,18.5146,0.2065,0.271,34.7615,18.2436,0.1129,0.1245,0.0073,0.0066,,,0.24,,100.15,96.81,0.3257,0.2796,0.23,0.15,,,,,,,,,309.665,28.468,1.829,1.572,,,,
63,FK,OFF,REEF,1/28/2011,15:20,256,Bahia Honda Offshore,24.585,-81.2341,41,0.5188,0.5261,0.4687,0.4636,0.05,0.0624,0.0575,0.1166,9.2058,9.2361,0.5762,0.6426,8.6296,8.5935,0.1267,0.1826,0.0555,0.0736,,,0.7,,232.24,199.46,1.4326,0.7863,1.26,0.38,36.24,36.28,20.92,20.86,7.2,7.21,0.15,,72.671,10.389,4.549,2.477,100.702,100.736,0.191,0.054
64,FK,OFF,REEF,4/13/2011,14:30,256,Bahia Honda Offshore,24.585,-81.2341,41,0.0584,0.5422,0.0157,0.5124,0.0426,0.0298,0.4291,0.3838,6.9469,5.2796,0.4875,0.926,6.4594,4.3537,0.1672,0.1607,0.0418,0.0368,,,0.71,,119.56,96.29,2.6267,0.7861,0.5,0.65,36.23,36.08,27.54,25.97,6.43,6.6,0.13,,41.556,11.654,2.916,5.369,96.757,97.856,0.42,0.463
65,FK,OFF,REEF,7/14/2011,14:45,256,Bahia Honda Offshore,24.585,-81.2341,41,0.0484,0.2915,0.012,0.2493,0.0364,0.0422,0.1874,0.3422,8.1775,8.0346,0.2357,0.6337,7.9418,7.4009,0.1058,0.119,0.0285,0.0377,,,0.07,,114.69,110.93,0.3366,0.6816,0,0,36.52,36.52,30.43,29.54,6.13,6.21,0.09,,77.281,8.273,2.228,1.423,94.481,95.22,2.881,0.366
66,FK,OFF,REEF,12/9/2011,10:44,256,Bahia Honda Offshore,24.585,-81.2341,14.04,0.0388,0.1041,0.0226,0.0868,0.0162,0.0174,0.3521,0.2795,5.1197,6.081,0.3909,0.3836,4.7288,5.6974,0.1409,0.1552,0.0211,0.0015,,,0.3,,1.56,,0.667,0.668,0,0,35.92,35.93,25,24.96,6.72,6.72,0.01,,36.345,18.57,2.775,1.7,98.477,98.503,98.904,0.021
67,FK,OFF,REEF,3/29/2012,9:52,256,Bahia Honda Offshore,24.585,-81.2341,14.04,0.1566,0.1554,0.1455,0.1364,0.0111,0.019,0.2803,0.3684,7.2289,5.3396,0.4369,0.5238,6.792,4.8158,0.1035,0.0855,0.0292,0.0323,,,0.1,,82.75,83.5,0.0383,0.014,0,0,36.12,36.12,24.82,24.81,6.73,6.73,0.08,,69.848,14.961,4.221,0.087,98.604,98.608,34.899,0.002
68,FK,OFF,REEF,4/25/2012,9:53,256,Bahia Honda Offshore,24.585,-81.2341,30.31,0.0937,0.4042,0.0845,0.3709,0.0092,0.0334,0.3521,0.6307,15.1706,12.1992,0.4458,1.0349,14.7249,11.1644,0.211,0.2274,0.096,0.1166,,,0.44,,91.63,85.6,0.1759,0.0617,0.05,0.21,36.27,36.27,24.33,23.34,6.78,6.9,0.18,,71.886,4.646,2.112,0.393,98.913,99.489,0.455,0.331
69,FK,OFF,REEF,7/15/2012,9:57,256,Bahia Honda Offshore,24.585,-81.2341,11.22,0.2625,0.2128,0.2294,0.1918,0.0331,0.021,0.3119,0.2738,7.2044,4.7112,0.5744,0.4866,6.63,4.2246,0.1252,0.1243,0.0317,0.033,,,0.19,,85.38,81.94,0.0228,0.0365,0,0,35.98,35.98,28.72,28.73,6.31,6.31,0.07,,57.559,18.095,4.589,0.04,95.84,95.834,45.654,-0.003
70,FK,OFF,REEF,11/27/2012,11:25,256,Bahia Honda Offshore,24.585,-81.2341,14.98,0.0554,0.0442,0.0307,0.0307,0.0248,0.0135,0.2489,0.2746,4.8735,7.1709,0.3043,0.3187,4.5692,6.8522,0.2458,0.2706,0.0201,0.013,,,0.22,,112.46,114.29,0.1149,0.421,0,0,36.12,36.12,26.94,26.94,6.5,6.5,0.05,,19.828,15.179,1.238,0.376,97.185,97.189,45.531,0.003
71,FK,OFF,REEF,2/7/2013,11:25,256,Bahia Honda Offshore,24.585,-81.2341,24.26,0.0888,0.1676,0.0718,0.144,0.0171,0.0236,0.2809,0.351,4.5784,5.1861,0.3697,0.5186,4.2087,4.6675,0.1185,0.1261,0.0644,0.0489,,,0.21,,97,96.71,0.2354,0.2397,0,0,36.24,36.25,24.33,23.86,6.78,6.84,0.06,,38.64,5.744,3.12,0.634,98.911,99.192,25.482,0.171
72,FK,OFF,REEF,6/24/2013,13:17,256,Bahia Honda Offshore,24.585,-81.2341,35.19,0.0507,0.0759,0.0471,0.0575,0.0036,0.0184,0.336,0.3335,7.9809,8.4008,0.3867,0.4094,7.5942,7.9914,0.1532,0.1623,0.0232,0.0181,,,0.35,,120.17,117.5,0.0206,0.0339,0,0,35.87,35.9,28.95,28.67,6.3,6.32,0.08,,52.095,16.659,2.524,0.053,95.65,95.875,6.539,0.137
73,FK,OFF,REEF,9/12/2013,11:10,256,Bahia Honda Offshore,24.585,-81.2341,28.93,0.1173,0.3267,0.1095,0.3124,0.0078,0.0144,0.0792,0.0702,21.0603,12.6435,0.1965,0.3969,20.8638,12.2466,0.12,0.1324,0.018,0.0192,,,0.28,,105.96,93.63,0.1304,0.1795,0,0.07,35.69,35.91,29.41,29.01,6.26,6.29,1.83,,175.566,10.914,1.638,0.661,95.273,95.609,0,0.324
74,FK,OFF,REEF,12/3/2013,12:59,256,Bahia Honda Offshore,24.585,-81.2341,28.93,0.0122,0.2433,0.0084,0.2286,0.0038,0.0147,0.0697,0.1431,0.7158,0.9443,0.0819,0.3864,0.6339,0.5579,0.1136,0.1204,0.0237,0.02,,,0.09,,91.33,93.08,0.0094,0.0996,0.04,0.14,36.08,36.08,26.87,26.49,6.5,6.55,0.05,,6.302,3.455,0.721,0.115,97.23,97.502,96.687,0.139
75,FK,OFF,REEF,2/24/2014,10:55,256,Bahia Honda Offshore,24.585,-81.2341,28.93,0.2708,0.2929,0.2296,0.2622,0.0412,0.0307,0.4487,0.3485,6.5237,6.7948,0.7195,0.6414,5.8042,6.1534,0.1996,0.1938,0.0081,0.0035,,,0.36,,90.42,82,0.3868,0.2026,0.07,0.29,36.22,36.24,25.29,24.19,6.52,6.53,0.06,,32.684,88.825,3.605,0.536,96.04,95.001,95.941,0.398
76,FK,OFF,REEF,4/24/2014,14:15,256,Bahia Honda Offshore,24.585,-81.2341,21.78,0.5708,0.6108,0.5203,0.5721,0.0505,0.0387,0.6775,0.5224,2.0321,1.4387,1.2483,1.1332,0.7838,0.3055,0.2438,0.2301,0.0936,0.0562,,,0.18,,126.17,109.17,0.156,0.0444,0.04,,36.62,36.46,26.4,25.04,6.54,6.69,0.09,,8.335,13.339,5.12,0.125,97.601,98.49,15.616,0.36
77,FK,OFF,REEF,7/23/2014,12:11,256,Bahia Honda Offshore,24.585,-81.2341,8.62,0.4457,0.6096,0.425,0.5704,0.0208,0.0392,0.4422,0.6277,8.5662,8.5662,0.8879,1.2373,7.6783,7.3289,0.3478,0.3803,0.035,0.0312,,,0.24,,94.17,89.83,0.1226,0.1311,0,0,36.7,36.79,31.04,31.14,6.06,6.05,0.18,,24.63,25.399,2.553,0.138,93.968,93.88,21.973,0.02
78,FK,OFF,REEF,11/15/2014,13:58,256,Bahia Honda Offshore,24.585,-81.2341,30.01,0.1888,0.2865,0.1706,0.2653,0.0182,0.0212,0.1166,0.2501,6.6113,7.7242,0.3054,0.5366,6.3059,7.1876,0.1209,0.1302,0.0305,0.0286,,,0.28,,95.75,113.33,0.1591,0.3014,0.34,0.5,36.11,36.44,26.11,24.77,6.59,6.72,0.11,,54.686,10.01,2.526,0.519,97.764,98.657,3.425,0.721
79,FK,OFF,REEF,2/17/2015,17:03:00,256,Bahia Honda Offshore,24.585,-81.2341,23.81,0.0236,0.0394,0.0128,0.0359,0.0108,0.0035,0.4713,0.4576,5.5062,5.0914,0.4949,0.497,5.0113,4.5944,0.2506,0.2108,0.0208,0.0044,,,0.21,,75.84,77.26,0.0252,0.0118,0.04,0.06,36.37,36.27,23.16,22.17,6.92,7.04,0.05,,21.974,23.85,1.975,0.051,99.594,100.109,27.706,0.235
80,FK,OFF,REEF,6/1/2015,14:00:00,256,Bahia Honda Offshore,24.585,-81.2341,21.01,0.0608,0.5267,0.0584,0.5104,0.0024,0.0163,0.1925,0.236,5.0183,5.5878,0.2533,0.7627,4.765,4.8251,0.1317,0.135,0.017,0.0188,,,0.13,,102.58,92.5,0.0402,0.0725,0.05,0.07,36.38,36.38,27.97,27.87,6.38,6.39,0.02,,38.108,14.9,1.924,0.158,96.445,96.525,69.465,0.037
81,FK,OFF,REEF,9/23/2015,12:09:00,256,Bahia Honda Offshore,24.585,-81.2341,28.57,0.035,0.028,0.0265,0.009,0.0085,0.019,0.184,0.199,8.6833,8.6833,0.219,0.227,8.4643,8.4563,0.1361,0.1705,0.0255,0.014,,,0.18,,88,96.42,0.379,1.2003,0.19,0.05,34.68,35.63,30.66,30.55,6.17,6.14,0.07,,63.796,8.588,1.609,1.724,94.153,94.306,14.982,0.748
82,FK,OFF,REEF,12/10/2015,11:57:39,256,Bahia Honda Offshore,24.585,-81.2341,24.26,0.1983,0.3308,0.1588,0.3048,0.0395,0.026,0.1351,0.1162,4.1044,4.0093,0.3334,0.447,3.771,3.5623,0.2116,0.2216,0.0235,0.009,,,0.15,,74.39,75.63,0.3906,0.3588,0.1,0.15,35.72,35.81,26.61,26.54,6.55,6.55,0.07,,19.393,14.168,1.575,1.167,97.393,97.439,16.315,0.09
83,FK,OFF,REEF,3/13/2016,11:08:20,256,Bahia Honda Offshore,24.585,-81.2341,17.45,0.015,0.105,0.017,0.1065,-0.002,-0.0015,0.054,0.2415,5.9775,5.6922,0.069,0.3465,5.9085,5.3457,0.1499,0.1508,0.002,0.0025,,,0.19,,82.4,78.93,0.3295,0.0089,0.04,0.09,36.44,36.44,24.21,23.92,6.79,6.82,0.06,,39.869,34.5,0.46,4.776,99.003,99.172,35.067,0.094
84,FK,OFF,REEF,6/13/2016,12:32:00,256,Bahia Honda Offshore,24.585,-81.2341,31.21,0.331,0.051,0.272,0.022,0.059,0.029,0.341,0.349,10.0141,6.5396,0.672,0.4,9.3421,6.1396,0.2823,0.2663,0.026,0.024,,,0.22,,148.5,85.67,4.5972,0.0496,0.47,0.09,35.93,36.03,29.72,26.09,6.22,6.59,0.04,,35.475,25.846,2.381,6.841,95.029,97.771,33.257,1.468
85,FK,OFF,REEF,9/28/2016,12:22:04,256,Bahia Honda Offshore,24.585,-81.2341,28.87,1.506,1.353,1.469,1.2729,0.037,0.0801,0.7152,0.5712,10.6305,11.9896,2.2212,1.9242,8.4093,10.0654,0.166,0.186,0.0672,0.048,,,0.1,,102.92,92.75,0.411,2.091,0.03,0.08,35.22,36.16,29.71,29.86,6.24,6.19,0.12,,64.039,33.039,13.381,0.185,94.969,94.865,2.997,0.634
86,FK,OFF,REEF,11/22/2016,10:50:35,256,Bahia Honda Offshore,24.585,-81.2341,30.39,0.115,0.095,0.1055,0.0855,0.0095,0.0095,0.368,0.358,4.8624,5.0365,0.483,0.453,4.3794,4.5835,0.182,0.182,0.014,0.014,,,0.34,,84.83,82.77,0.24,0.28,0,0,36.28,36.28,26.64,26.65,6.52,6.52,0.08,,26.717,34.5,2.654,0.497,97.372,97.381,7.921,-0.004
87,FK,OFF,REEF,3/3/2017,9:08:51,256,Bahia Honda Offshore,24.585,-81.2341,17.45,0,0.2014,,0.1975,-0.0039,0.0039,0.2827,0.3181,9.4327,8.624,,0.5195,,8.1045,0.261,0.159,0,0,,,0.35,,91.33,91,0.702,0.966,0.07,0.12,36.22,36.27,24.99,24.91,6.79,6.46,,,36.141,,,,99.702,94.806,,0.065
88,FK,OFF,REEF,5/9/2017,11:50,256,Bahia Honda Offshore,24.585,-81.2341,17.45,0.1689,0.9682,0.1312,0.9428,0.0377,0.0254,0.3527,0.258,10.4401,9.7527,0.5216,1.2261,9.9184,8.5266,0.1542,0.1703,0.0105,0.0239,,,0.18,,109.83,75.85,2.003,0.768,0.61,28.52,36.88,36.55,27.18,25.57,6.44,6.63,0.13,,67.721,49.677,3.383,3.84,97.072,98.155,2.042,0.343
89,FK,OFF,REEF,9/5/2017,11:57,256,Bahia Honda Offshore,24.585,-81.2341,17.45,0.0592,0.0582,0.0354,0.0346,0.0239,0.0236,0.1798,0.1604,7.4231,6.9614,0.2391,0.2186,7.1841,6.7428,0.1444,0.1418,0.0566,0.0241,,,0.22,,101.92,100.33,,,0,0,35.58,35.64,30.36,30.25,6.16,6.17,0.08,,51.405,4.226,1.655,,94.469,94.567,8.585,0.092
90,FK,OFF,REEF,12/14/2017,10:50,256,Bahia Honda Offshore,24.585,-81.2341,17.45,0.2255,0.509,0.1721,0.4624,0.0534,0.0466,0.1466,0.2598,12.1287,11.1218,0.7935,0.5859,11.0986,9.8537,0.1773,0.1665,0.0399,0.0036,,,0.64,,128.67,85.25,5.839,0.528,0.66,0.6,35.07,36.11,22.97,24.96,6.99,6.72,0.17,,68.39,19.873,4.474,7.358,99.605,98.517,0.576,0.121
91,FK,OFF,REEF,3/20/2018,15:34,256,Bahia Honda Offshore,24.585,-81.2341,15.62,0.061,0.048,0.032,0.017,0.029,0.031,0.256,0.193,9.3718,8.717,0.317,0.241,9.0548,8.476,0.204,0.217,,0.017,,,0.53,,96.25,100.17,0.116,0.121,0.6,0.6,36.25,36.18,24.93,24.48,6.71,6.77,0.16,,45.879,,1.552,0.365,98.544,98.819,8.634,0.102
92,FK,OFF,REEF,6/9/2018,16:17,256,Bahia Honda Offshore,24.585,-81.2341,29.21,0.8812,0.1255,0.3579,0.0777,0.5233,0.0478,0.181,0.119,9.7705,8.2791,1.0622,0.2445,8.7083,8.0346,0.207,0.194,,0.0213,,,0.34,,114.83,99,,,0.21,0.28,36,36.46,28.92,23.43,6.29,6.88,0.02,,47.138,,5.125,,95.686,99.456,62.302,2.328
93,FK,OFF,REEF,9/13/2018,10:00,256,Bahia Honda Offshore,24.585,-81.2341,20.18,0.076,0.121,0.069,0.103,0.007,0.018,0.662,0.063,9.0901,5.8538,0.738,0.184,8.3521,5.6698,0.189,0.179,0.016,0.012,,,0.37,,111.67,98.92,,0.292,0.17,0.31,35.83,36.3,29.53,29.52,6.24,6.22,0.12,,48.032,46.064,3.9,,95.183,95.221,8.51,0.356
94,FK,OFF,REEF,11/29/2018,9:15,256,Bahia Honda Offshore,24.585,-81.2341,,0.142,0.085,0.11,0.056,0.032,0.029,0.437,0.073,5.5698,6.743,0.579,0.158,4.9908,6.585,0.157,0.167,0.018,0.021,,,0.41,,81.74,85.33,0.568,0.705,0.25,0.36,37.18,,,,,,,,35.429,32.124,3.683,0.978,,,,
95,FK,OFF,REEF,2/29/2019,0.395138889,256,Bahia Honda Offshore,24.585,-81.2341,23.93,0.011,0.37,,0.366,,0.004,0.034,0.041,8.0904,8.0499,0.045,0.411,8.0454,7.6389,0.228,0.184,0.004,0.016,,,0.27,,95.25,82.64,0.511,0.35,0.58,0.68,36.23,36.21,25.93,25.69,6.6,6.63,0.11,,35.437,11.235,0.197,11.326,97.896,98.051,7.926,0.066
96,FK,OFF,REEF,5/22/2019,0.565277778,256,Bahia Honda Offshore,24.585,-81.2341,24.37,,0.223,,0.206,,0.017,,0.023,9.7425,8.1401,,0.246,,7.8941,0.19,0.183,0.013,0.01,,,0.6,,95.17,85.58,0.006,,0.96,0.27,36.49,36.16,28.33,26.91,6.34,6.5,0.09,,51.208,,,,96.179,97.21,10.086,0.298
97,FK,OFF,REEF,9/26/2019,0.449305556,256,Bahia Honda Offshore,24.585,-81.2341,29.63,,,,,,0.006,0.093,0.131,7.8571,7.8571,,,,,0.176,0.22,,,,,0.33,,86.58,83.67,,0.223,0.25,,35.73,36.24,28.79,29.04,6.32,6.27,0.08,,44.584,,,,95.771,95.603,8.623,0.277
98,FK,OFF,REEF,1/29/2020,0.43125,256,Bahia Honda Offshore,24.585,-81.2341,28.48,,,,,0.003,0.007,0.025,0.065,2.1429,3.0952,,,,,0.163,0.155,0.031,0.01,,,0.55,,72.44,74.8,,0.18,0,0,36.39,36.37,25.34,24.12,6.66,6.8,0.06,,13.129,,,,98.297,99.048,20.625,0.399
1,FK,OFF,REEF,3/23/1995,,259,Big Pine Shoal,24.5704,-81.3217,6,0.06,0.4677,0.02,0.4302,0.04,0.0375,1.2731,0.7804,7.0204,6.1935,1.3331,1.2481,5.6872,4.9454,0.1099,0.1224,,0.02,0.0176,0.0264,0.22,,160.91,203.22,,,0.32,0.44,35.6,35.8,25.1,25,6.7,7,0.28,,63.876,,12.13,,98.103,102.519,18.669,0.184
2,FK,OFF,REEF,7/28/1995,,259,Big Pine Shoal,24.5704,-81.3217,7.5,0.1776,0.1426,0.1451,0.1126,0.0325,0.03,0.3602,0.4177,17.7166,17.5359,0.5378,0.5603,17.1788,16.9756,0.1349,0.1199,0.0075,0.0025,0.0322,0.0205,0.2,,177.64,169.03,,,1.23,1.23,36.1,36.1,29.6,29.6,6.2,6.2,0.1,,131.345,71.762,3.987,,94.804,94.804,46.013,0
3,FK,OFF,REEF,12/10/1995,,259,Big Pine Shoal,24.5704,-81.3217,7,0.1301,0.2926,0.085,0.2526,0.045,0.04,0.2976,0.2126,13.1563,13.1163,0.4277,0.5052,12.7286,12.611,0.1224,0.1873,0.01,0.01,0.05,0.05,0.28,,204.39,202.33,1.9952,2.0279,0.26,0.26,,,,,,,0.12,,107.489,42.807,3.494,4.648,,,43.407,
4,FK,OFF,REEF,5/28/1996,,259,Big Pine Shoal,24.5704,-81.3217,6.5,0.0425,0.04,,,0.0425,0.04,0.2326,0.2101,11.1253,11.4755,0.2751,0.2501,10.8502,11.2254,0.1823,0.1399,0.0025,0.0075,0.06,0.06,0.39,,205.06,173.98,0.3141,0.3141,0.19,0.23,36.5,36.4,28.8,27.7,5.8,6.4,0.13,,61.012,110.146,1.509,1.138,88.373,96.573,42.156,0.353
5,FK,OFF,REEF,7/10/1996,,259,Big Pine Shoal,24.5704,-81.3217,8,0.2701,0.2126,0.1526,0.1726,0.1176,0.04,0.4902,0.2276,15.855,14.5879,0.7604,0.4402,15.0946,14.1477,0.1574,0.2023,0.0025,0.025,0.0772,0.1081,0.2,,151.78,149.65,3.6157,2.9458,0.1,0.15,36.2,36.3,30.9,30.2,5.4,5.7,0.22,,100.752,304.403,4.832,4.738,83.363,87.64,17.593,0.366
6,FK,OFF,REEF,12/5/1996,,259,Big Pine Shoal,24.5704,-81.3217,12,0.06,0.1076,0.035,0.06,0.025,0.0475,0.2251,0.3727,9.279,8.8019,0.2851,0.4802,8.9939,8.3217,0.1823,0.1624,0.0225,0.0075,,,0.36,,171.76,173.09,0.7261,0.7261,0.52,0.34,36.3,36.3,25.3,25.3,5.6,5.5,0.09,,50.887,12.683,1.564,2.537,82.54,81.066,33.394,0
7,FK,OFF,REEF,4/2/1997,10:37,259,Big Pine Shoal,24.5704,-81.3217,7,0.2751,0.4152,0.2101,0.3502,0.065,0.065,0.4177,0.3177,5.1768,7.8917,0.6928,0.7329,4.4839,7.1588,0.1649,0.1823,0.005,,0.04,0.04,0.26,,232.94,239.8,2.7835,2.8662,0.09,0.4,36.8,36.8,26.4,26.5,6.3,6.2,0.44,,31.401,138.684,4.203,4.003,94.184,92.777,4.5,-0.037
8,FK,OFF,REEF,6/6/1997,8:02,259,Big Pine Shoal,24.5704,-81.3217,8,0.4652,0.5453,0.4077,0.5102,0.0575,0.035,0.4677,0.2126,16.4631,14.4483,0.9329,0.7579,15.5301,13.6904,0.1998,0.1898,0.015,0.01,0.0399,0.0407,0.22,,209.52,203.95,1.7127,1.7403,0.13,0.12,36.8,36.8,28.8,28.8,5.8,5.8,0.07,,82.385,62.249,4.669,1.829,88.54,88.54,56.666,0
9,FK,OFF,REEF,8/8/1997,9:14,259,Big Pine Shoal,24.5704,-81.3217,7.5,0.5828,0.4902,0.5052,0.4402,0.0775,0.05,0.6178,0.5528,8.6732,8.4532,1.2006,1.043,7.4726,7.4102,0.1773,0.1973,0.0475,0.03,0.0655,0.0483,0.17,,183.56,176.51,2.5728,1.9409,0.79,0.6,36.3,36.3,31.3,31.3,5.5,5.4,0.21,,48.904,25.297,6.77,2.135,85.173,83.624,20.741,0
10,FK,OFF,REEF,10/28/1997,,259,Big Pine Shoal,24.5704,-81.3217,8,0.2326,0.2451,0.1626,0.2151,0.07,0.03,0.3377,0.1251,9.2808,8.6956,0.5703,0.3702,8.7105,8.3254,0.2048,0.2423,0.0025,,0.0288,0.0299,0.28,,112.18,112.62,0.3109,0.2758,0.18,0.17,36.1,36.1,27.4,27.4,5.8,5.8,0.06,,45.311,228.302,2.784,0.543,87.123,87.123,60.551,0
11,FK,OFF,REEF,1/26/1998,,259,Big Pine Shoal,24.5704,-81.3217,6.5,0.045,0.3051,,,0.045,0.04,0.4327,0.3101,12.2655,10.0932,0.4777,0.6153,11.7877,9.4779,0.1998,0.1873,0.0125,,0.0808,0.0478,0.99,,165.36,151.43,2.0362,1.5171,0.7,0.55,35.7,35.7,22.7,22.6,6.6,6.5,0.19,,61.379,38.251,2.391,4.247,94.076,92.535,28.576,0.032
12,FK,OFF,REEF,5/20/1998,8:43,259,Big Pine Shoal,24.5704,-81.3217,9,0.065,0.05,0.0325,0.03,0.0325,0.02,0.1301,0.1801,10.2773,7.3697,0.1951,0.2301,10.0822,7.1396,0.1948,0.1923,0.005,0.015,0.0275,0.0289,0.11,,179.93,182.54,0.5651,0.4347,0.05,0.08,36.3,36.3,26.4,26.4,6,6,0.08,,52.749,39.052,1.001,2.886,89.413,89.413,49.64,0
13,FK,OFF,REEF,8/2/1998,9:26,259,Big Pine Shoal,24.5704,-81.3217,9.5,0.2501,0.2401,0.2276,0.2101,0.0225,0.03,0.2901,0.3802,8.677,8.9098,0.5403,0.6203,8.1367,8.2895,0.1094,0.11,0.0175,,0.0457,0.0466,0.25,,197.28,194.51,1.0632,0.7724,0.17,0.16,34.6,34.6,30.5,30.5,5.4,5.4,0.17,,79.3,30.898,4.938,1.961,82.322,82.322,19.294,0
14,FK,OFF,REEF,11/1/1998,,259,Big Pine Shoal,24.5704,-81.3217,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,FK,OFF,REEF,1/20/1999,8:47,259,Big Pine Shoal,24.5704,-81.3217,6.5,0.0225,0.025,,,0.0225,0.025,0.2426,0.4052,5.0867,5.4922,0.2651,0.4302,4.8215,5.0619,0.1324,0.1449,0.005,0.1149,0.0298,0.0321,0.21,,138.31,135.25,0.6545,1.1485,0.08,0.18,36.2,36.17,24.28,23.87,6.44,6.31,0.13,,38.422,53.07,2.003,2.46,93.754,91.5,43.473,0.117
16,FK,OFF,REEF,5/19/1999,9:10,259,Big Pine Shoal,24.5704,-81.3217,8.5,0.3076,0.2551,0.2101,0.1251,0.0975,0.1301,0.5077,0.3302,13.9929,11.7001,0.8154,0.5853,13.1775,11.1148,0.1841,0.132,0.0175,0.03,0.0735,0.0584,0.2,,161.44,149.59,2.8788,1.5347,0.49,0.61,36.58,36.64,28.31,27.87,6.04,6.03,0.18,,76.01,46.633,4.429,3.518,91.714,91.261,20.859,0.215
17,FK,OFF,REEF,8/11/1999,10:05,259,Big Pine Shoal,24.5704,-81.3217,8,0.1791,0.1873,,,,,0.0783,0.1066,,,0.2574,0.2939,,,0.1898,0.2073,,,0.1588,0.2073,0.41,,237.46,243.9,,0.005,0.17,0.22,36.31,36.46,30.75,30.97,5.12,5.63,0.26,,,,1.356,,79.018,87.093,12.889,0.018
18,FK,OFF,REEF,12/15/1999,10:13,259,Big Pine Shoal,24.5704,-81.3217,7.5,0.8698,0.8329,0.7664,0.8196,0.1034,0.0133,0.2176,0.1201,11.742,10.3554,1.0874,0.953,10.6546,9.4025,0.1071,0.112,0.2298,0.0075,0.0321,0.0239,0.42,,166.75,155.41,0.7046,0.2357,0.24,0.26,35.78,36,24.8,25.11,5.42,4.84,0.13,,109.64,4.732,10.154,0.646,79.199,71.059,38.52,0.058
19,FK,OFF,REEF,3/23/2000,9:14,259,Big Pine Shoal,24.5704,-81.3217,9,0.07,0.4594,,,,0.0317,0.0753,0.513,1.9656,12.4814,0.1454,0.9724,1.8202,11.509,0.256,0.2566,0.044,0.034,0.0292,0.0389,1.04,,170.21,162.62,0.8576,1.146,0.26,0.37,35.99,35.99,25.62,25.63,5.47,5.48,0.19,,7.679,3.307,0.568,5.879,80.767,80.921,17.498,-0.002
20,FK,OFF,REEF,6/29/2000,10:08,259,Big Pine Shoal,24.5704,-81.3217,9.5,1.2581,0.8531,1.2081,0.8085,0.05,0.0446,0.1238,0.2499,3.3854,3.9669,1.3819,1.103,2.0035,2.8639,0.2923,0.3197,0.1409,0.0675,0.1027,0.0833,0.25,,134.91,142.34,,,0.31,0.35,36.35,36.35,28.9,28.91,9.38,4.93,1.51,,11.584,9.809,4.729,,142.819,75.172,0,-0.001
21,FK,OFF,REEF,9/13/2000,9:48,259,Big Pine Shoal,24.5704,-81.3217,9.5,0.1326,0.2301,0.075,0.1651,0.0575,0.065,0.2234,0.2551,9.3222,11.3308,0.356,0.4852,8.9662,10.8456,0.1898,0.2023,0.05,0.0533,0.0566,0.061,0.2,,140.08,156.14,0.4965,0.978,0.17,0.23,36.27,36.6,30.24,30.65,5,4.75,0.19,,49.106,7.126,1.875,1.39,76.884,73.392,17.198,0.073
